t,qx,qy,qz,qw
0.732,0.2452230255611923,0.2579358381995692,0.036805422088036874,0.9337987641948462
0.752,0.24733069792455065,0.25732497160833634,0.040001372036900774,0.933279848216005
0.772,0.2494368651099577,0.2566233254012315,0.04320697968161078,0.9327694656724798
0.792,0.251546713844319,0.2558418581728289,0.04642199813808065,0.9322629416906297
0.812,0.25368496511064054,0.25504378995320903,0.04963973344501262,0.9317362827252272
0.836,0.2563091784582431,0.2541162338258023,0.05349502158084949,0.9310579076568305
0.856,0.258539261590421,0.2533544076571024,0.056706950444594985,0.9304586590001046
0.88,0.26124804013355996,0.2524476013332953,0.060620604966640075,0.929701464106042
0.896,0.2630799380584994,0.2518203337366906,0.06322979072519583,0.9291810691532226
0.912,0.2649336499689264,0.25116708631777696,0.06583203346479892,0.928650310523111
0.932,0.2672817244291965,0.25030731545391055,0.06907333018533364,0.927973923487896
0.948,0.2691825830126182,0.24958157253623856,0.0716729628833858,0.9274226447766467
0.972,0.27207763732246865,0.2484038460488718,0.07554279775190453,0.9265865174094465
0.996,0.2750427064542233,0.2471029944678491,0.07931593720994573,0.9257432699489995
1.016,0.2775519461003294,0.24592836732310527,0.08245309597062958,0.9250327790551911
1.036,0.2800964232663342,0.24465902212471657,0.08557498539374638,0.9243186022369365
1.052,0.28215795838059515,0.2435649826806197,0.08804781002949401,0.9237481090012005
1.072,0.28476289744177685,0.24209176846282537,0.09111589771818174,0.9230382229713544
1.092,0.28739204878000824,0.24049699734053992,0.09417956471835738,0.9223324856892304
1.116,0.2906104008417609,0.23837990385175645,0.097741409932278,0.9215027038195107
1.132,0.2927878533994932,0.23685985186224445,0.10006453492059166,0.9209559014027969
1.152,0.29556379261061416,0.23489771405037027,0.10292270878001036,0.9202564992701359
1.172,0.29840259194936647,0.23287766144801228,0.10573156819936186,0.9195350582780999
1.192,0.30129037076193027,0.23078905050203416,0.10850062236229863,0.9187971166702157
1.212,0.3042081152055886,0.22862030588146273,0.11124232182897599,0.9180497395107894
1.236,0.30774131003294264,0.22587716894896673,0.11444799529197792,0.9171567188983875
1.252,0.3101012070856624,0.22396064690402764,0.11655336159020598,0.9165665190832399
1.272,0.31303838486676944,0.22146946326371256,0.11917205063668712,0.9158363766463605
1.288,0.3153712597449241,0.2193932563370582,0.12125283089386335,0.9152624315467918
1.308,0.31825653871055665,0.2166958770108924,0.12384035188852692,0.914559587833719
1.336,0.32221268142469406,0.212734730580873,0.12745431481369865,0.9136073116876652
1.356,0.3249646712041396,0.2097744368112317,0.13002791518608692,0.9129542099153034
1.38,0.3281717214436117,0.20608012429631606,0.1331080425058102,0.9122042274814467
1.404,0.33126730090699197,0.2022452207225567,0.13617867924795285,0.9114901060148508
1.424,0.3337583501719638,0.19895406675594138,0.1387425756382439,0.9109188441991017
1.44,0.33571287147263645,0.19630240113600264,0.14082296353814377,0.910456549307089
1.46,0.3381354813439918,0.1929789254810245,0.14340463235306936,0.9098673760478156
1.48,0.3405280015231175,0.1896203133346723,0.145953324627239,0.9092757799368617
1.5,0.3428885717807942,0.18619497686065595,0.14843973846926073,0.9086938439194823
1.516,0.3447391576990742,0.18341229925512156,0.15041118430616815,0.9082352763829968
1.54,0.3474448080790264,0.17915417402417688,0.15332506960851666,0.9075666974378176
1.56,0.349630739869892,0.17552742912789096,0.1557069124022973,0.9070302226452702
1.576,0.35133210101853274,0.1725731352641087,0.15756544216046994,0.9066186625124121
1.596,0.3533871438012411,0.16881907880122973,0.15985878077462962,0.9061251654368474
1.612,0.3549770786358885,0.16575878599634092,0.161630374363781,0.9057543378815105
1.628,0.3565116211171545,0.16265943919866685,0.16338064157950252,0.9053994349485005
1.652,0.35870583094718156,0.15793842719756032,0.16596958706322495,0.9048976053835681
1.668,0.360090855675707,0.15474096415304475,0.1676716092564725,0.904586115923226
1.684,0.3614100085687053,0.1515020057500817,0.16935556497794227,0.904294554097874
1.708,0.36325560882880137,0.1465607573761221,0.17184191382064393,0.9039002509714292
1.728,0.364669310598547,0.14235965496241892,0.17386810467450642,0.9036149095291957
1.748,0.3659786606501046,0.13805920892201692,0.1758001160765753,0.9033789868975507
1.772,0.3674190624174208,0.1328438026077286,0.17808338923481556,0.9031290401485623
1.788,0.3683421039130282,0.12937937142409683,0.17959790700771908,0.9029560701015727
1.808,0.3694513013183613,0.1250540932712709,0.18146239220450827,0.9027395028055917
1.828,0.37049737380831266,0.12072869244792021,0.18329741466741278,0.9025288563792304
1.844,0.37127923608063457,0.11726578394706394,0.18474786337428722,0.9023683791829681
1.864,0.3721967698743363,0.11287838132171808,0.1864084444229677,0.9022083613961404
1.884,0.37303187642068086,0.10845179827255334,0.18795459922040172,0.9020856363214157
1.9,0.37362987339717985,0.1049104881322087,0.18917109749694494,0.9020026624444467
1.92,0.37428906789622746,0.10048725344664601,0.19066146156200692,0.9019191829777001
1.94,0.3748526709132984,0.09607990551572476,0.19212302357499916,0.9018552382049217
1.956,0.37523208485481846,0.0925785497868426,0.19328088298411716,0.9018162755726643
1.972,0.3755461889173435,0.08910569258543545,0.19443441600896924,0.9017873881407856
1.992,0.37585665457948436,0.08476549873567506,0.1957939016341577,0.9017823093825273
2.012,0.37606887216899043,0.08050687226566597,0.1972130430827797,0.9017748402686632
2.028,0.37617132141485804,0.07715127036639678,0.1983399027685252,0.9017782994703425
2.052,0.3762172873548779,0.07221557690074551,0.20001398126132908,0.9017981317613285
2.068,0.37618153704057977,0.06900370112341198,0.20112510530487654,0.9018174052640369
2.088,0.3760666641415546,0.06509209033310373,0.20251206961400567,0.9018457437711631
2.112,0.3758660649228395,0.060553218585535015,0.2041243140745517,0.9018820728687016
2.132,0.3756994958049391,0.05693887842418141,0.20542373587257237,0.9018918680838999
2.148,0.37556339811247974,0.054161011852959,0.20644797105316737,0.9018857766043886
2.172,0.3753451258307408,0.05016019268612904,0.20794316783559577,0.9018645300350231
2.196,0.37510674415420336,0.04635282681071366,0.2093893836341957,0.9018328181863758
2.212,0.374935032784357,0.0439245959475838,0.2103377492365677,0.9018050689078707
2.232,0.37469759879894343,0.04097432861959228,0.2114543111172467,0.9017815079931559
2.248,0.374486008092702,0.03868190441242823,0.21230189188177556,0.9017715047157121
2.264,0.3742563569903879,0.03645844582686909,0.21312869045711755,0.9017644494457557
2.28,0.3740080527960112,0.03429380604848373,0.21392417845592857,0.9017640252207897
2.304,0.373602779655397,0.03116409214595451,0.2150727556025574,0.9017724059827967
2.328,0.3731659792381994,0.028184051155169795,0.21617673002226576,0.901787354422626
2.344,0.37285866966886,0.026282385012512892,0.2168939362010908,0.901799683482989
2.364,0.3724536030196715,0.023976415527485095,0.2177473129250195,0.901825677617383
2.38,0.3721159402134073,0.022199716933157428,0.2184063617116577,0.9018511854907416
2.4,0.37169308598912004,0.02006967881179831,0.2192087904985564,0.9018807925598793
2.424,0.37126937663803133,0.01768803203369376,0.22016269413284056,0.9018728134308917
2.448,0.37092622833509353,0.015472754355278754,0.22108861578356215,0.9018282269793243
2.464,0.37073121180741264,0.01407544525681479,0.22168743903403296,0.9017843033714669
2.48,0.3705570427104843,0.012726516901278835,0.2222564179630025,0.9017358806987094
2.5,0.3703617879050028,0.01108132238102548,0.22288510694049196,0.9016826378822113
2.52,0.3701927771620715,0.00950513737444593,0.2234887394092511,0.9016206205815114
2.54,0.3700419160675756,0.007986727807253286,0.2240645287972672,0.9015543685584518
2.564,0.3698830572266065,0.006238798124593236,0.2247344063217838,0.901466609470287
2.58,0.36978745779757,0.00511469338197844,0.22516745766091992,0.9014048435512961
2.596,0.3696973483326245,0.004017250913467978,0.22558822625611566,0.9013421572885316
2.616,0.36958299265573535,0.00263506738514479,0.22603144595772087,0.901283115007581
2.636,0.3694754740531382,0.001285726895606504,0.22646518802913962,0.9012212489674692
2.652,0.36939188488776536,0.00022598595594545712,0.2268000475109153,0.9011721937335052
2.668,0.3693104178278017,-0.0008179637705994819,0.22712167797525562,0.9011242365028415
2.688,0.3692161967675627,-0.00209476587507068,0.2275248566935954,0.9010590721961486
2.704,0.36915341407015023,-0.003078484356544976,0.2278895053137088,0.9009898185785963
2.724,0.3690796101717847,-0.004283420329916206,0.2283341789515204,0.9009025454444315
2.74,0.36904379761838857,-0.005244291965110126,0.22864790367348617,0.9008325643463956
2.768,0.3691085775840781,-0.006863392360585533,0.22917550165834963,0.9006610579118024
2.788,0.369223811329825,-0.007990712337556978,0.22953009386826348,0.9005142206940667
2.808,0.36937381145151194,-0.009107785368879007,0.22986191285843205,0.9003574493924733
2.824,0.3695079952795082,-0.009998987937896782,0.23011262970204302,0.9002288816275266
2.844,0.3696760368164389,-0.0111263391140339,0.23036090481790414,0.900083154999074
2.864,0.3698273831127692,-0.012280595972401024,0.2305447472316757,0.8999588952760045
2.884,0.3699547446874443,-0.013458640936320182,0.23068788817012034,0.899853015841479
2.908,0.37007084070992463,-0.014891973581786361,0.230845839075392,0.8997421856068922
2.928,0.3701371850608248,-0.016102388099656206,0.23097618816614254,0.8996605903522592
2.948,0.3701676132028285,-0.017331017976161732,0.23110125461901532,0.8995931213971949
2.964,0.3701655032476125,-0.01832631517800137,0.2312022406497186,0.8995483145979364
2.992,0.3700901711490763,-0.02013580912317247,0.23130720042483865,0.8995136427211242
3.016,0.3699576607341618,-0.021735014915634534,0.23137826525280272,0.899512655141287
3.036,0.3698362752802839,-0.02308358400241329,0.23144125714215913,0.8995127692972827
3.056,0.36977392967762684,-0.024428917329472413,0.2315130720626055,0.899484389188056
3.076,0.36976660177492765,-0.02576607431548383,0.23159532318435322,0.8994289165383366
3.096,0.3698027832986976,-0.027097070461255868,0.23169440917798537,0.8993494042876876
3.112,0.3698475233607934,-0.028180976673415823,0.23174509398921148,0.8992846342674555
3.128,0.36990402918740795,-0.029272012192212277,0.23177949501917744,0.8992176734149498
3.148,0.3699881542587056,-0.030632156872990174,0.23183504322323784,0.8991234339106196
3.164,0.3700593880340313,-0.03171513208766442,0.2318896308883599,0.8990424899919917
3.184,0.37015076675332576,-0.033061564145288096,0.23197268730416984,0.8989349337928045
3.204,0.37024526367224275,-0.034395398850855,0.2320770980206468,0.898819015063921
3.224,0.37034193985996006,-0.035713747730824044,0.2322044144275847,0.8986948791019805
3.244,0.3704372451360008,-0.03701664866548553,0.2323546468192221,0.8985640395871299
3.264,0.37051889283388556,-0.038306410508800494,0.23249009926944342,0.8984412739343443
3.284,0.37059036072630475,-0.03957333906404081,0.23264954224743378,0.8983156048205605
3.3,0.3706332489044513,-0.04057078326820564,0.23279299980657286,0.8982162465645966
3.316,0.37065998055880844,-0.04155616129096921,0.2329500253426834,0.8981194519459792
3.336,0.37066855855039554,-0.04277076965099524,0.23317810223555993,0.8979996957702471
3.356,0.37064103940465654,-0.04397365936523174,0.23343012296964746,0.897887473395994
3.376,0.37057453951264546,-0.0451673508571566,0.2337054957443841,0.8977840287844338
3.392,0.3704902006381974,-0.046118131809294874,0.23393194466967052,0.8977115207083816
3.412,0.370368122452245,-0.04731147670846766,0.23419343596943606,0.8976316129636326
3.432,0.37028700535702297,-0.04850547219151508,0.23448079943853525,0.8975263269263313
3.456,0.3702187006895588,-0.04994785631146467,0.23485852576452565,0.8973766200349427
3.48,0.370145631159889,-0.051403789842641545,0.23529720981915261,0.8972096105004576
3.5,0.370046490117872,-0.05264374231669291,0.23566602449174648,0.8970818003095331
3.52,0.36991638963171963,-0.053910305941240036,0.2360660142450195,0.8969550604760675
3.536,0.3697838680080917,-0.05494762892716372,0.23640652847101085,0.8968570690653791
3.556,0.3695791563745435,-0.05627498988291734,0.23685735418578088,0.8967401889372807
3.576,0.3693314216473253,-0.05764454261253372,0.23733466676883253,0.8966290557642468
3.596,0.3690418145780764,-0.059063589703207096,0.23784135160094738,0.8965216801243161
3.616,0.3687113202446752,-0.06054441595808328,0.23836552193127183,0.8964196639823089
3.632,0.36842208599176274,-0.06176338176403327,0.23882695844458227,0.896332602969823
3.648,0.36810536981626363,-0.0630233285899923,0.23930450441805215,0.8962476504466275
3.664,0.367759335035498,-0.06432542462329956,0.23979721900434287,0.8961655008976097
3.684,0.3672777305554928,-0.06601447336620546,0.24043519626174048,0.8960692352395365
3.708,0.3666217544662084,-0.06812321484297432,0.24126259598577446,0.8959576309903176
3.728,0.3660051261307199,-0.06995751661212239,0.2419868137440306,0.8958730800116232
3.748,0.36535050040265804,-0.07187449396942844,0.24272858195571678,0.8957878680100178
3.772,0.36458624049118943,-0.07427390017062603,0.2436733741505277,0.8956469995081999
3.788,0.3640737124795228,-0.07593304845864343,0.24432798726776098,0.8955380163180343
3.808,0.3634053458145149,-0.0780712827470623,0.2451606381981464,0.8953980628312408
3.832,0.3625306553279672,-0.08072307712685352,0.24618147147798747,0.8952373941405595
3.852,0.3617175098419056,-0.0830017969249812,0.24705125003774883,0.8951183299630172
3.872,0.36081417542549676,-0.08534540023644381,0.24790482748249726,0.8950265303226344
3.888,0.3600271882969637,-0.08725737333262656,0.2485974784055935,0.8949669648743767
3.908,0.3589595254215709,-0.08968771355265263,0.24947553218020804,0.8949112425208546
3.932,0.3575491405248272,-0.09265230625516914,0.25055626636089634,0.894871901247795
3.948,0.3565289949217075,-0.09465244130248968,0.2512886355284822,0.8948642426590916
3.964,0.3554482797715393,-0.09666767713508795,0.2520330149295194,0.8948693982868654
3.988,0.3537049406625228,-0.09973085056257912,0.2531500906427169,0.8949087126654708
4.004,0.35246523788573497,-0.10178914531507657,0.25390385327986836,0.8949525458189466
4.024,0.350836743143632,-0.10436910678969372,0.2548642176011542,0.8950222901106107
4.044,0.3491251634550158,-0.10695031289676282,0.25584818903101525,0.8951061138118446
4.064,0.3473359104691439,-0.10952643413867076,0.2568613233232101,0.8952005284315283
4.08,0.3458702904997531,-0.11158171768271753,0.2576909011986751,0.8952757462748588
4.1,0.3440578993750208,-0.11415650380791571,0.258757261929317,0.8953419089458754
4.12,0.34224684441459446,-0.11674066993751346,0.2598072049447475,0.8953987545946168
4.136,0.3407993470589328,-0.11880326252546639,0.26066302670581826,0.8954308328207558
4.156,0.3389816540486741,-0.12136268690721506,0.2617609366939024,0.8954572845570118
4.176,0.33715234373021447,-0.12389342008115786,0.2628893051062293,0.8954707872614165
4.196,0.335313003632036,-0.12638753615370427,0.2640529385475122,0.8954705053460343
4.224,0.3327288369239727,-0.12980952439046622,0.26574917366290934,0.89544312223291
4.244,0.3308786152701581,-0.13220581798630232,0.26700547230937033,0.8954044010414097
4.26,0.3293994748749278,-0.13409240659550087,0.268041326801186,0.8953597375201816
4.276,0.32791812822578054,-0.13595079574601382,0.2691035338750081,0.8953046243446464
4.296,0.3260589909060916,-0.13823458960032803,0.2704620491488487,0.8952245599052431
4.32,0.32382129071752924,-0.1409164438955267,0.2721357684312773,0.8951114182369648
4.34,0.3219539294222427,-0.143102523597062,0.2735687208488164,0.8950013910843225
4.364,0.3196926854645274,-0.14567635254347105,0.2753072488609809,0.8948636241879022
4.38,0.31819692102761143,-0.1473750138495023,0.2764821973885606,0.8947563463136767
4.4,0.31638815212065446,-0.1495017683480521,0.27797702940540325,0.894581762379175
4.416,0.3149733345865792,-0.15120290200959488,0.2791877499814293,0.8944180684576954
4.432,0.3135769317310915,-0.15289892467910546,0.28041353260689744,0.8942369246732145
4.452,0.3118487204127149,-0.15500777586958608,0.28196646519106233,0.8939898643187036
4.48,0.30943418156143504,-0.15794005728511104,0.2841872652637854,0.8936123453981998
4.5,0.3076885685360707,-0.160037408734503,0.2858006901328598,0.8933273409659813
4.524,0.30556926757172787,-0.16252946566797002,0.28776295183032513,0.8929748479432441
4.544,0.30377385238280336,-0.16457803439063415,0.2894235534680067,0.8926754863345234
4.564,0.30194643172053703,-0.16659423460343048,0.2911036879131883,0.8923751208160576
4.584,0.3000880093712117,-0.1685683072889502,0.2927956217735307,0.8920777075342783
4.604,0.2981940049493121,-0.17049375285830157,0.29449548037061846,0.891787322005567
4.62,0.2966545204738736,-0.17199104387002603,0.295874342800389,0.891556812313917
4.644,0.2942990297157508,-0.17415910669621804,0.2979527231298684,0.8912243608893549
4.66,0.29269782963363555,-0.17554734246592427,0.2993434493793365,0.8910132492811716
4.676,0.29107523204620367,-0.17688736461375698,0.30073820438558874,0.8908100818649172
4.7,0.2886047651160901,-0.17880613471467638,0.30284702648217987,0.8905163301655873
4.72,0.2865131263705673,-0.18031822465698413,0.3046091957039734,0.8902857991490684
4.74,0.2843937833831187,-0.18175130696133496,0.30638587370535075,0.8900642307073637
4.76,0.28227455507345645,-0.18313570103612084,0.3081713342032079,0.8898386479241648
4.78,0.2801908637341794,-0.18450065819963415,0.30996687036010345,0.8895915502538001
4.8,0.2781255832830534,-0.18583778050753558,0.3117690300067921,0.8893315192818245
4.82,0.2760613855127068,-0.18713732249841736,0.3135869611380476,0.8890629627653672
4.84,0.27397954985260625,-0.18839304846174038,0.3154202804488488,0.8887931774239861
4.856,0.27228350970533804,-0.18936755132832708,0.31686964457652267,0.88859172244198
4.88,0.2696593401498546,-0.1907820975849415,0.3189714001099017,0.8883373668955753
4.9,0.2674221337822414,-0.19190654412310068,0.32072681795493213,0.8881393972404249
4.916,0.26559611859770194,-0.19277410507977052,0.32212592011823105,0.8879930955725457
4.932,0.26373636835263525,-0.19361453179425175,0.32351701558661883,0.8878588185698125
4.956,0.26089196569877987,-0.19482604946091145,0.32559091909269594,0.887676036676475
4.976,0.25847271242643616,-0.19580163827002767,0.3272858129465687,0.887545814043195
4.996,0.25601225656946536,-0.19674724960341614,0.32896404757720604,0.8874293772809886
5.012,0.25402121597697264,-0.1974795645118754,0.33030361808034875,0.8873412890860041
5.036,0.25100069371208794,-0.1985415406567129,0.3323111704535081,0.8872142888736232
5.056,0.2484630279752322,-0.19939564721678943,0.3339873824863439,0.8871076191422872
5.072,0.2464203893489145,-0.20005954935471756,0.3353269377623098,0.8870225550886904
5.092,0.24386975582060907,-0.20088390956764485,0.3370032632033626,0.886905856144326
5.112,0.24136600098492705,-0.20174683758699924,0.33869385283635894,0.8867508901281419
5.128,0.23938636744954223,-0.20245980063282693,0.34005248676227073,0.8866050431019578
5.148,0.23692374722146245,-0.2033700578412389,0.3417487523198666,0.8864059723760925
5.172,0.23397101641912416,-0.20447797553368097,0.34377771412069885,0.8861507796483601
5.192,0.2315002411382844,-0.20541569155619893,0.3454484071804825,0.8859330843759434
5.208,0.22951267600954972,-0.20617045041775237,0.3467757573831268,0.885756315821025
5.232,0.2265172588282413,-0.20729872057391496,0.3487569682821286,0.885486165321636
5.248,0.2245127420601671,-0.2080468039088352,0.3500715708408665,0.88530246318699
5.268,0.22199217789099,-0.20898078597545228,0.35170576707747925,0.8850703686446288
5.288,0.2194482244503932,-0.20990984167474286,0.353323874254766,0.8848404234862107
5.304,0.21739592156980747,-0.21065215221655695,0.3546066437161652,0.8846574547720171
5.32,0.21532626563013008,-0.2113999153098822,0.3558715187779983,0.8844773243330765
5.348,0.2116593704523445,-0.2127200492602374,0.3580526438393083,0.884165592964418
5.368,0.20897950352334727,-0.21367281957688147,0.35954260938157334,0.8839686676123143
5.388,0.20626846865356638,-0.21463726370717,0.3610085648146435,0.883774281136356
5.408,0.20352657160486157,-0.2156151074688039,0.36244931229570343,0.8835822293925785
5.428,0.20077511614546115,-0.2166303990195913,0.36387455356089227,0.8833775705938264
5.448,0.19805461734300903,-0.21773221846178653,0.36529186516796835,0.8831358348719239
5.472,0.19481979058472026,-0.2191467002049219,0.3669848133710854,0.8828035567105569
5.492,0.19211981969852368,-0.2203883897865732,0.3683593446282732,0.8825136405468855
5.516,0.18887087641263542,-0.2219277318018694,0.3699859900795501,0.8821486501974912
5.536,0.18615744099233833,-0.22322935934502103,0.3713385330143439,0.8818286421909591
5.556,0.183439453186445,-0.2245344623649698,0.3726863979890826,0.8814982081541943
5.588,0.17907434939906555,-0.22659619856761065,0.3748183674899647,0.8809640921026051
5.604,0.17687792116035417,-0.22759844122214035,0.3758403231521851,0.8807140296668974
5.628,0.17357555774483968,-0.22905151985304356,0.37734186031862105,0.8803522292002565
5.648,0.17081915719522414,-0.23020700780295988,0.37857634044204935,0.8800599431578663
5.668,0.16805998621456458,-0.23129997857979928,0.3798027601567387,0.8797761217036228
5.684,0.16585424898393825,-0.23212520025875863,0.38078087914550274,0.8795545358736905
5.7,0.1636499511780298,-0.2329060254988075,0.3817519049067837,0.8793400706585702
5.72,0.16090174932890913,-0.2338189116852397,0.3829576541665712,0.8790806440347007
5.74,0.15815572522680346,-0.23465511117169124,0.38414729740282855,0.8788370720885003
5.768,0.15434424541914607,-0.23573796016277335,0.3857990161618672,0.8785013302054951
5.792,0.15114830040004065,-0.23666315955807735,0.3872076197520921,0.8781884760118902
5.812,0.1485202927531683,-0.2374104478503618,0.38837693109641397,0.8779187669050794
5.836,0.14539623335093332,-0.23825147613695163,0.38977078548398747,0.8775960940142795
5.856,0.14280330557750576,-0.23888646381958223,0.39091637959983655,0.8773396477308372
5.876,0.14021528729461133,-0.23944738719618477,0.3920553405855285,0.8770959080352475
5.896,0.13762588990210917,-0.23992526310266793,0.3931864998843053,0.876869065974218
5.912,0.1355453550562901,-0.2402439929919344,0.3940722064547546,0.8767082619970208
5.932,0.1329332181401979,-0.24056469356945212,0.39515461940641067,0.8765330652545293
5.948,0.1308324792091996,-0.240759903472147,0.3959965867888712,0.8764155604024959
5.968,0.12818654437955415,-0.24092304799180636,0.3970179649990584,0.8762996235616975
5.984,0.1260419429401937,-0.24098520979749846,0.39780354569778215,0.8762373515828855
6.004,0.12333441205976634,-0.24097676703478801,0.3987510358938904,0.8761942889136419
6.028,0.1200572350874758,-0.2408462597869556,0.39985206046769906,0.8761835818990907
6.048,0.11730290171885077,-0.2406431332672207,0.4007382864240492,0.876207588105461
6.064,0.11509737585632117,-0.24045673200071907,0.4014300993674982,0.8762345744310275
6.084,0.11235081945280467,-0.2402271609079637,0.40227781719142697,0.8762652351463475
6.108,0.10906118635662933,-0.23993349594012192,0.40326516658857015,0.8763074691982997
6.124,0.10686965222215868,-0.2397130869755129,0.40390722721141975,0.8763420936899972
6.144,0.10412992871656399,-0.23939708728483547,0.4046906379580297,0.8763968736218445
6.164,0.10138530477711898,-0.23902351825851753,0.4054468461641876,0.8764711248124976
6.188,0.09807943567271181,-0.23848564746334625,0.4063191366904183,0.8765898581499014
6.208,0.09531829275470208,-0.2379654943757765,0.4070157163322093,0.8767126400431329
6.228,0.09255081090329274,-0.23738012165531905,0.40768144304282045,0.8768585212236764
6.244,0.09032725295453006,-0.23685305655489364,0.4081789908145847,0.8770014415221219
6.268,0.08698466162813163,-0.2359707325075335,0.4088922970581077,0.8772448754183987
6.288,0.0841972987267993,-0.23515983954622288,0.40945897772948586,0.877470233289101
6.304,0.08196823485515527,-0.23446910026280168,0.4098942821985318,0.8776628777142353
6.328,0.0786315100662085,-0.23337074729302318,0.4105154937314792,0.8779705059619051
6.348,0.0758652774194838,-0.23241364767386963,0.4110168953867355,0.8782331511413359
6.372,0.0725724124201155,-0.23131968545500675,0.41164083663764567,0.8785079792971606
6.388,0.07039703164032017,-0.23062558284134158,0.4120490533123001,0.8786760928463689
6.408,0.06769441514209132,-0.22977690919561902,0.41255233351012943,0.8788746271650044
6.428,0.06500517299423288,-0.22893104650892845,0.41304535662112957,0.8790667988281896
6.452,0.061796253171259745,-0.2278929699422737,0.41361894893997947,0.8792982329236596
6.472,0.05913860723374556,-0.22699406077946874,0.4140805696675372,0.8794962213273616
6.496,0.055968264269311806,-0.22585779291059224,0.41460416613760737,0.8797495076427015
6.512,0.053864862201026625,-0.22505713340666925,0.41493632864817764,0.8799293758539992
6.536,0.05072788320587093,-0.2237823414167645,0.4154081565326026,0.8802182735104214
6.552,0.0486507456656515,-0.22288568891672728,0.41570584173842173,0.8804224711846254
6.572,0.046070855071789214,-0.22171456778214668,0.4160600484380734,0.8806895950559641
6.592,0.04351102582875528,-0.2204862425664371,0.41639283930688537,0.8809708342755815
6.612,0.04097190565265844,-0.21920468772476523,0.4167060251611088,0.8812642602653912
6.632,0.03845426858511233,-0.21786240132670492,0.41699858423442915,0.8815721320812198
6.656,0.03546713854793188,-0.21617905413817576,0.41734062808149025,0.8819498278177126
6.676,0.033005836364425306,-0.21472429521078767,0.41761944304934834,0.8822687190415783
6.696,0.030566226120173127,-0.21322916822730262,0.41788306309165457,0.8825943423900923
6.72,0.02766705589800916,-0.21138670571005558,0.4181823029445443,0.8829913681180491
6.744,0.024797058022627147,-0.20957466876029174,0.41847066710948977,0.883371872371073
6.764,0.022426007868832133,-0.20812560662359783,0.4187071277150746,0.8836657440679812
6.788,0.019604105893261267,-0.20643343893423077,0.4189825853414898,0.8839991558267883
6.812,0.016813160827049197,-0.20477350992702845,0.4192816020054852,0.8843008908029455
6.832,0.0144999147335044,-0.2034091829581119,0.41952174342505794,0.8845427991649892
